fid,ID,X_,Y_,OrigID_2,03_08_22,W_6_07_22,W_6_07,W_6_07_i,Befall_6_0,W_03_08_i,W_3_08_s,Befall_3_0,06_07_22,Bef_6_07_n,_W_22_09_i,_Bef_22_09,WKT_Geom,Pixel_Area_OM,Pixel_Area_CHM,Pos,Befallsart,Befallsart_,Befall__,fid_3,OID_,OrigID,fid_2,OrigID_2_2,_NDVI_4_3count,_NDVI_4_3sum,_NDVI_4_3mean,_NDVI_4_3median,_NDVI_4_3stdev,_NDVI_4_3min,_NDVI_4_3max,_NDVI_4_3range,_NDVI_4_3variety,_NDVI_5_3count,_NDVI_5_3sum,_NDVI_5_3mean,_NDVI_5_3median,_NDVI_5_3stdev,_NDVI_5_3min,_NDVI_5_3max,_NDVI_5_3range,_NDVI_5_3variety,_OSAVIcount,_OSAVIsum,_OSAVImean,_OSAVImedian,_OSAVIstdev,_OSAVImin,_OSAVImax,_OSAVIrange,_OSAVIvariety,_GNDVIcount,_GNDVIsum,_GNDVImean,_GNDVImedian,_GNDVIstdev,_GNDVImin,_GNDVImax,_GNDVIrange,_GNDVIvariety,_NDWIcount,_NDWIsum,_NDWImean,_NDWImedian,_NDWIstdev,_NDWImin,_NDWImax,_NDWIrange,_NDWIvariety,_RVIcount,_RVIsum,_RVImean,_RVImedian,_RVIstdev,_RVImin,_RVImax,_RVIrange,_RVIvariety,_TSAVIcount,_TSAVIsum,_TSAVImean,_TSAVImedian,_TSAVIstdev,_TSAVImin,_TSAVImax,_TSAVIrange,_TSAVIvariety,_PC1_SBcount,_PC1_SBsum,_PC1_SBmean,_PC1_SBmedian,_PC1_SBstdev,_PC1_SBmin,_PC1_SBmax,_PC1_SBrange,_PC1_SBvariety,_PC2_SBcount,_PC2_SBsum,_PC2_SBmean,_PC2_SBmedian,_PC2_SBstdev,_PC2_SBmin,_PC2_SBmax,_PC2_SBrange,_PC2_SBvariety,_PC3_SBcount,_PC3_SBsum,_PC3_SBmean,_PC3_SBmedian,_PC3_SBstdev,_PC3_SBmin,_PC3_SBmax,_PC3_SBrange,_PC3_SBvariety,_CHM_count,_CHM_sum,_CHM_mean,_CHM_median,_CHM_stdev,_CHM_min,_CHM_max,_CHM_range,_CHM_variety,fid_4,OID__2,OrigID_3,CLASS_NR,CLASS_ID,QUALITY,CLASS_NR_2,CLASS_ID_2,QUALITY_2,CLASS_NR_3,CLASS_ID_3,QUALITY_3,CLASS_NR_4,CLASS_ID_4,QUALITY_4,MASK
"43","43",359943.1347,5530807.4129,3144,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359942.4596416 5530807.0200945 187.984 0, 359942.87006578 5530808.14772564 187.984 0, 359943.8097584 5530807.8057055 187.984 0, 359943.399",0.000625,0.00121104,"0",,,,"43","12243","3144","43",3144,11191,6642.13036172092,0.593524292889011,0.661813259124756,0.20019151640547,0.0908074453473091,0.850249588489532,0.759442143142223,0,11422,8655.39787173271,0.757783039024051,0.831293344497681,0.174184802068897,0.214760959148407,0.939330518245697,0.72456955909729,0,11422,7787.42573553324,0.681791782133885,0.766147613525391,0.236217212192191,0.105335287749767,0.986270785331726,0.880935497581959,0,11422,4727.31120410562,0.413877710042516,0.441258996725082,0.0779991719914626,0.187528565526009,0.577049195766449,0.38952063024044,0,11422,-4727.31120410562,-0.413877710042516,-0.441258996725082,0.0779991719914629,-0.577049195766449,-0.187528565526009,0.38952063024044,0,11422,58222.2779103518,5.09738031083451,5.09534120559692,2.63245253245566,1.17843413352966,12.6659708023071,11.4875366687775,0,11422,11881.6145449877,1.04023941034737,1.0825343132019,0.102495029153621,0.762829840183258,1.16346514225006,0.400635302066803,0,1242,24288,19.5555555555556,21,5.70918029731095,8,31,23,0,1242,150719,121.351851851852,120,33.5099816977305,53,184,131,0,1242,193622,155.895330112721,156,4.44000922249678,143,166,23,0,11422,1124.30255126953,0.0984330722526292,0,0.265597865540588,0,1.78314208984375,1.78314208984375,0,"43","12243","3144","3","1.000000",6.3527111061,"5","7.000000",59.986180897,"3","1.000000",0.2118847907,"3","1.000000",6.3527111061,OBIA_SAGA_Mask
"44","44",359942.8377,5530806.2639,3145,"7",5,,5,No_Esca,7,"7",No_Esca,"5",No_Esca,"7",,"PolygonZM ((359942.1626416 5530805.8710945 187.55 0, 359942.57306578 5530806.99872564 187.55 0, 359943.5127584 5530806.6567055 187.55 0, 359943.102334",0.000625,0.00121104,"0",,,,"44","12244","3145","44",3145,8410,5147.3072937876,0.612046051579976,0.689732134342194,0.17245498195776,0.0427382737398148,0.78908509016037,0.746346816420555,0,8598,6679.3350713104,0.776847530973529,0.841613352298737,0.137800629670017,0.159834027290344,0.9149489402771,0.755114912986755,0,8598,6044.17044186592,0.702973998821345,0.800074994564056,0.205261090730317,0.04957564920187,0.915326952934265,0.865751303732395,0,8598,3547.45213086903,0.412590385074323,0.437970578670502,0.0703174485415906,0.130497187376022,0.53627610206604,0.405778914690018,0,8598,-3547.45213086903,-0.412590385074323,-0.437970578670502,0.0703174485415914,-0.53627610206604,-0.130497187376022,0.405778914690018,0,8598,42429.8805584908,4.93485468230876,5.43614292144775,2.07693073551268,1.10825324058533,9.42752552032471,8.31927227973938,0,8598,8996.06733894348,1.0462976667764,1.09052968025208,0.0905885211681807,0.742527663707733,1.1437656879425,0.401238024234772,0,914,18241,19.9573304157549,21,6.7324076514864,8,33,25,0,914,105593,115.528446389497,106,38.1744779439781,52,189,137,0,914,142803,156.239606126915,156.5,4.13404055506804,143,163,20,0,8598,5237.76737976074,0.609184389365055,0.241439819335938,0.678756952043536,0,1.87748718261719,1.87748718261719,0,"44","12244","3145","5","7.000000",0.625912423,"6","9.000000",50.284523459,"5","7.000000",0.0513692735,"5","7.000000",0.625912423,OBIA_SAGA_Mask
"45","45",359942.5417,5530805.1138,3146,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359941.8666416 5530804.7209945 187.117 0, 359942.27706578 5530805.84862564 187.117 0, 359943.2167584 5530805.5066055 187.117 0, 359942.806",0.000625,0.00121104,"0",,,,"45","12245","3146","45",3146,7827,4815.28716652095,0.615214918426083,0.669262886047363,0.147272251986973,0.129406824707985,0.816761493682861,0.687354668974876,0,7889,6218.84835863113,0.788293618789597,0.843425095081329,0.118395027440779,0.245331063866615,0.914745569229126,0.669414505362511,0,7889,5632.94656349719,0.714025423183824,0.782230317592621,0.172245852514339,0.150110244750977,0.947426438331604,0.797316193580627,0,7889,3304.26724614203,0.418844878456335,0.440271973609924,0.063750319392237,0.189479887485504,0.532683968544006,0.343204081058502,0,7889,-3304.26724614203,-0.418844878456335,-0.440271973609924,0.0637503193922364,-0.532683968544006,-0.189479887485504,0.343204081058502,0,7889,38597.888723135,4.89262120967613,5.2060604095459,1.80764993245907,1.29076087474823,10.0510082244873,8.76024734973907,0,7889,8318.5228267312,1.05444578865904,1.0852347612381,0.0745518055992549,0.791787624359131,1.14848637580872,0.356698751449585,0,843,16066,19.0581257413998,21,6.35637487786749,7,32,25,0,843,100391,119.08778173191,111,34.752087661875,58,187,129,0,843,132356,157.005931198102,157,4.1034907374715,144,165,21,0,7889,5482.51338195801,0.694956696914439,0.696243286132812,0.674880152111654,0,1.868408203125,1.868408203125,0,"45","12245","3146","5","7.000000",2.0712258365,"5","7.000000",48.661403345,"5","7.000000",0.0671838896,"5","7.000000",2.0712258365,OBIA_SAGA_Mask
"46","46",359942.2457,5530803.9649,3147,"5",7,,7,No_Esca,5,"5",No_Esca,"7",No_Esca,"5",,"PolygonZM ((359941.5706416 5530803.5720945 186.683 0, 359941.98106578 5530804.69972564 186.683 0, 359942.9207584 5530804.3577055 186.683 0, 359942.510",0.000625,0.00121104,"0",,,,"46","12246","3147","46",3147,6067,3503.52658770233,0.577472653321631,0.661241114139557,0.186711195242775,0.108387224376202,0.808022558689117,0.699635334312916,0,6248,4637.17212077975,0.742185038537092,0.832791209220886,0.175457853469365,0.224619910120964,0.915319383144379,0.690699473023415,0,6248,4104.38225109875,0.656911371814781,0.756346106529236,0.22434699596455,0.125727236270905,0.937286972999573,0.811559736728668,0,6248,2501.0928517431,0.400302953223928,0.432766944169998,0.0848157301476603,0.15444178879261,0.549611747264862,0.395169958472252,0,6248,-2501.0928517431,-0.400302953223928,-0.432766944169998,0.0848157301476605,-0.549611747264862,-0.15444178879261,0.395169958472252,0,6248,27589.031329751,4.41565802332763,4.74090528488159,1.93574807270818,1.1655660867691,9.65592670440674,8.49036061763763,0,6248,6419.813996315,1.02749903910291,1.07313692569733,0.0990103001634112,0.759245634078979,1.1455614566803,0.386315822601318,0,667,12986,19.4692653673163,21,5.6124353176627,7,30,23,0,667,81516,122.212893553223,117,33.2959058294059,62,187,125,0,667,104329,156.415292353823,157,4.56962857072097,138,165,27,0,6248,2921.27114868164,0.467553000749302,0.288070678710938,0.521320325903074,0,1.60403442382812,1.60403442382812,0,"46","12246","3147","4","5.000000",1.2841824311,"5","7.000000",36.556670331,"4","5.000000",0.0704315018,"4","5.000000",1.2841824311,OBIA_SAGA_Mask
"47","47",359941.9638,5530802.8853,3148,"1E/E4,5",7,,7,No_Esca,1,"1","E/E4,5","7",No_Esca,"1",E,"PolygonZM ((359941.2887416 5530802.4924945 186.25 0, 359941.69916578 5530803.62012564 186.25 0, 359942.6388584 5530803.2781055 186.25 0, 359942.228434",0.000625,0.00121104,"3","4,5","4",1E/E,"47","12247","3148","47",3148,4258,2366.43718083203,0.555762607053083,0.612338244915009,0.174462488628895,0.137162208557129,0.798060238361359,0.66089802980423,0,4393,3256.95540904999,0.741396633063963,0.801391124725342,0.140797221972268,0.275325864553452,0.903057098388672,0.62773123383522,0,4393,2841.41544139385,0.646805245024779,0.697236716747284,0.198340560692412,0.15910616517067,0.925734758377075,0.766628593206406,0,4393,1817.96179954708,0.413831504563414,0.430420726537704,0.0692115601834212,0.162188574671745,0.521593868732452,0.359405294060707,0,4393,-1817.96179954708,-0.413831504563414,-0.430420726537704,0.0692115601834214,-0.521593868732452,-0.162188574671745,0.359405294060707,0,4393,18485.2233914137,4.20788149133023,4.17501592636108,1.89307212972636,1.20828282833099,9.75084590911865,8.54256308078766,0,4393,4501.50934749842,1.02470051160902,1.05523824691772,0.0858919888996298,0.770920813083649,1.14628446102142,0.375363647937775,0,482,9986,20.7178423236515,21,3.31650798581149,12,29,17,0,482,57391,119.06846473029,117,23.1778591527422,74,175,101,0,482,74599,154.769709543568,155,3.98738616932859,140,162,22,0,4393,1282.89985656738,0.292032746771542,0.0001983642578125,0.492605494631814,0,1.60293579101562,1.60293579101562,0,"47","12247","3148","2","0.000000",2.0275457844,"5","7.000000",48.708698617,"2","0.000000",0.0816950973,"2","0.000000",2.0275457844,OBIA_SAGA_Mask
"48","48",359941.6668,5530801.7363,3149,"0",0,,0,No_Esca,0,"0",No_Esca,"0",No_Esca,"0",,"PolygonZM ((359940.9917416 5530801.3434945 185.816 0, 359941.40216578 5530802.47112564 185.816 0, 359942.3418584 5530802.1291055 185.816 0, 359941.931",0.000625,0.00121104,"0",,,,"48","12248","3149","48",3149,3209,1412.59476202726,0.44019780680189,0.466357320547104,0.213983397644747,0.0614132434129715,0.864638149738312,0.80322490632534,0,3355,2103.71543595195,0.627038878078077,0.659550786018372,0.20817139804926,0.192065924406052,0.939910352230072,0.74784442782402,0,3355,1717.68663181365,0.511978131688121,0.540968000888824,0.246032500783191,0.0712383091449738,1.00295746326447,0.931719154119492,0,3355,1202.87213294208,0.358531187166045,0.377354592084885,0.0875569614079733,0.175087109208107,0.532048404216766,0.356961295008659,0,3355,-1202.87213294208,-0.358531187166045,-0.377354592084885,0.0875569614079732,-0.532048404216766,-0.175087109208107,0.356961295008659,0,3355,10908.3042805195,3.25135746066155,2.85489726066589,1.94938980236744,1.10248076915741,14.3174228668213,13.2149420976639,0,3355,3233.17101055384,0.963687335485495,0.990545034408569,0.111936632970212,0.740771770477295,1.17022633552551,0.429454565048218,0,371,7311,19.7061994609164,20,4.35022561649315,9,29,20,0,371,50808,136.948787061995,143,27.2798231647138,72,186,114,0,371,57103,153.916442048518,154,5.05186301828706,140,164,24,0,3355,328.170104980469,0.0978152324830011,0,0.333093873714145,0,1.58676147460938,1.58676147460938,0,"48","12248","3149","3","1.000000",6.2880321049,"3","1.000000",48.75742002,"3","1.000000",0.2154391186,"3","1.000000",6.2880321049,OBIA_SAGA_Mask
"49","49",359941.3708,5530800.6776,3150,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359940.6957416 5530800.2847945 185.383 0, 359941.10616578 5530801.41242564 185.383 0, 359942.0458584 5530801.0704055 185.383 0, 359941.635",0.000625,0.00121104,"0",,,,"49","12249","3150","49",3150,7363,3756.16803526203,0.510140979935085,0.564117074012756,0.174597883184737,-0.0037765537854284,0.728200137615204,0.731976691400632,0,7597,5283.36098571122,0.695453598224459,0.763856053352356,0.166861566829409,0.108971111476421,0.862152099609375,0.753180988132954,0,7597,4487.69018314267,0.590718728859111,0.650791585445404,0.199774771728741,-0.0043807472102344,0.844700157642365,0.849080904852599,0,7597,2833.54000294209,0.372981440429391,0.392188131809235,0.0781667441019701,0.131889447569847,0.527181923389435,0.395292475819588,0,7597,-2833.54000294209,-0.372981440429391,-0.392188131809235,0.0781667441019703,-0.527181923389435,-0.131889447569847,0.395292475819588,0,7597,27169.652568996,3.57636600881874,3.66232919692993,1.42804006223984,0.995876014232635,7.09269905090332,6.09682303667068,0,7597,7606.46918940544,1.0012464379894,1.03490567207336,0.0917392286574087,0.705644190311432,1.11931395530701,0.413669764995575,0,812,15381,18.942118226601,20,5.5282836971585,8,30,22,0,812,107258,132.091133004926,129.5,31.8615241224577,72,184,112,0,812,126492,155.778325123153,156,4.08410630228739,142,163,21,0,7597,2128.01145935059,0.280112078366538,0,0.478353574481693,-0.006011962890625,1.58676147460938,1.5927734375,0,"49","12249","3150","3","1.000000",1.3857509909,"4","5.000000",33.924393957,"3","1.000000",0.0380532818,"3","1.000000",1.3857509909,OBIA_SAGA_Mask
"50","50",359941.0868,5530799.4973,3151,"9",9,,9,No_Esca,9,"9",No_Esca,"9",No_Esca,"9",,"PolygonZM ((359940.4117416 5530799.1044945 184.949 0, 359940.82216578 5530800.23212564 184.949 0, 359941.7618584 5530799.8901055 184.949 0, 359941.351",0.000625,0.00121104,"0",,,,"50","12250","3151","50",3151,7885,3995.96933970717,0.506781146443522,0.568039953708649,0.172266751571867,-0.0037765537854284,0.763839423656464,0.767615977441892,0,8010,5578.35028809309,0.696423256940461,0.774343132972717,0.175586719104362,0.124365136027336,0.893353998661041,0.768988862633705,0,8010,4646.47182156844,0.580083872854986,0.65801203250885,0.205517295492681,-0.0043807472102344,0.886036336421967,0.890417083632201,0,8010,3020.60492815077,0.377104235724191,0.398090481758118,0.081875310056059,0.146089792251587,0.522880494594574,0.376790702342987,0,8010,-3020.60492815077,-0.377104235724191,-0.398090481758118,0.0818753100560592,-0.522880494594574,-0.146089792251587,0.376790702342987,0,8010,27496.082351923,3.43271939474694,3.60680913925171,1.30435938187476,0.99247533082962,7.46881484985352,6.4763395190239,0,8010,7977.99809199572,0.996004755555021,1.03240501880646,0.0916781755143305,0.704431295394897,1.12420618534088,0.419774889945984,0,866,17143,19.7956120092379,20,4.99801615674087,9,32,23,0,866,110453,127.543879907621,125.5,30.3936990659904,62,182,120,0,866,134984,155.870669745958,157,4.2850935313276,139,164,25,0,8010,3659.90240478516,0.45691665477967,0.0001678466796875,0.652300974237727,0,1.89111328125,1.89111328125,0,"50","12250","3151","4","5.000000",3.458098026,"5","7.000000",32.86903691,"1","3.000000",0.1507437521,"4","5.000000",3.458098026,OBIA_SAGA_Mask
"51","51",359940.7647,5530798.2169,3152,"0",0,,0,No_Esca,0,"0",No_Esca,"0",No_Esca,"0",,"PolygonZM ((359940.0896416 5530797.8240945 184.516 0, 359940.50006578 5530798.95172564 184.516 0, 359941.4397584 5530798.6097055 184.516 0, 359941.029",0.000625,0.00121104,"0",,,,"51","12251","3152","51",3152,5853,2230.96481420845,0.381166036939766,0.356899380683899,0.216647834493907,0.0301251132041216,0.814962387084961,0.784837273880839,0,6084,3391.04742980003,0.557371372419466,0.576382517814636,0.221354869559956,0.0989610403776169,0.909484624862671,0.810523584485054,0,6084,2749.83676341549,0.45197842922674,0.436630666255951,0.249419950571982,0.0349447391927242,0.945339620113373,0.910394880920649,0,6084,1905.34001453221,0.313172257483926,0.32594233751297,0.0951826652417862,0.0873646214604378,0.565021574497223,0.477656953036785,0,6084,-1905.34001453221,-0.313172257483926,-0.32594233751297,0.0951826652417861,-0.565021574497223,-0.0873646214604378,0.477656953036785,0,6084,17051.1626107693,2.80262370328226,2.15720534324646,1.71622069110405,1.06212162971497,9.80861282348633,8.74649119377136,0,6084,5672.75780069828,0.932405950147646,0.930875062942505,0.116752367668463,0.728096902370453,1.14671814441681,0.418621242046356,0,660,13471,20.4106060606061,21,4.08688326040831,8,31,23,0,660,95380,144.515151515152,148,27.6675843719151,78,192,114,0,660,100487,152.25303030303,152,4.5869947809316,140,164,24,0,6084,1409.33555603027,0.231646212365265,0,0.503989030661381,0,1.88909912109375,1.88909912109375,0,"51","12251","3152","3","1.000000",5.3625079086,"3","1.000000",59.025693124,"3","1.000000",0.2713940463,"3","1.000000",5.3625079086,OBIA_SAGA_Mask
"52","52",359940.4677,5530797.0679,3153,"9",9,,9,No_Esca,9,"9",No_Esca,"9",No_Esca,"9",,"PolygonZM ((359939.7926416 5530796.6750945 184.082 0, 359940.20306578 5530797.80272564 184.082 0, 359941.1427584 5530797.4607055 184.082 0, 359940.732",0.000625,0.00121104,"0",,,,"52","12252","3153","52",3153,6094,3408.63311342895,0.559342486614531,0.610265493392944,0.160529838638929,0.113772451877594,0.779030799865723,0.665258347988129,0,6216,4617.89256963134,0.742904210043652,0.804935693740845,0.140842652178768,0.170954301953316,0.904081523418427,0.733127221465111,0,6216,4006.02455836535,0.64446984529687,0.70724481344223,0.189929540052069,0.0863309353590012,0.903653681278229,0.817322745919228,0,6216,2400.67308731377,0.386208669130272,0.407909899950027,0.0772935376027287,0.0916159600019455,0.603374421596527,0.511758461594582,0,6216,-2400.67308731377,-0.386208669130272,-0.407909899950027,0.0772935376027289,-0.603374421596527,-0.0916159600019455,0.511758461594582,0,6216,25141.5444669724,4.04465001077419,4.03188943862915,1.65567271980605,1.1630185842514,8.20452213287354,7.04150354862213,0,6216,6355.87428712845,1.02250229844409,1.05001664161682,0.0836731123214309,0.758529007434845,1.13257026672363,0.374041259288788,0,679,13157,19.3770250368188,20,5.66485191876395,8,33,25,0,679,84847,124.958762886598,121,31.6494711037951,60,187,127,0,679,106387,156.681885125184,157,4.43664071512559,138,164,26,0,6216,2927.24821472168,0.470921527464878,0.0158843994140625,0.610373837422483,0,1.72172546386719,1.72172546386719,0,"52","12252","3153","4","5.000000",1.7581439014,"5","7.000000",51.039072849,"1","3.000000",0.0899260371,"4","5.000000",1.7581439014,OBIA_SAGA_Mask
"53","53",359940.2108,5530796.0091,3154,3/n,,,3,n,3,"3",n,3/n,n,"3",n,"PolygonZM ((359939.5357416 5530795.6162945 183.649 0, 359939.94616578 5530796.74392564 183.649 0, 359940.8858584 5530796.4019055 183.649 0, 359940.475",0.000625,0.00121104,"2",/n,,,"53","12253","3154","53",3154,3353,1136.0610333737,0.338819276282046,0.313786655664444,0.170771748635263,0.0259857978671789,0.696191430091858,0.670205632224679,0,3588,1822.59212347865,0.50796881925269,0.519374907016754,0.194111818640453,0.111983470618725,0.822494685649872,0.710511215031147,0,3588,1394.47632139176,0.388650033832709,0.362452238798141,0.2030638398634,0.0301431622356176,0.807567834854126,0.777424672618508,0,3588,1003.6841788739,0.279733606152145,0.264367818832397,0.0894929459681046,0.0980677530169487,0.525115966796875,0.427048213779926,0,3588,-1003.6841788739,-0.279733606152145,-0.264367818832397,0.0894929459681052,-0.525115966796875,-0.0980677530169487,0.427048213779926,0,3588,8151.03705608845,2.27174945821863,1.90983426570892,1.02562540174126,1.05335819721222,5.58309268951416,4.52973449230194,0,3588,3262.47738265991,0.909274632848359,0.901485174894333,0.0951514974026297,0.72524881362915,1.09370541572571,0.368456602096558,0,393,7232,18.4020356234097,19,5.01663349591324,8,27,19,0,393,61699,156.994910941476,159,20.9574869459284,107,189,82,0,393,60420,153.740458015267,154,4.84401120704082,139,163,24,0,3588,11.5287628173828,0.00321314459793278,0,0.0550790240612233,0,1.05648803710938,1.05648803710938,0,"53","12253","3154","3","1.000000",12.118965651,"3","1.000000",70.773207011,"3","1.000000",0.449995121,"3","1.000000",12.118965651,OBIA_SAGA_Mask
"54","54",359957.8371,5530855.6781,3201,"9",9,,9,No_Esca,9,"9",No_Esca,"9",No_Esca,"9",,"PolygonZM ((359957.1620416 5530855.2852945 206.129 0, 359957.57246578 5530856.41292564 206.129 0, 359958.5121584 5530856.0709055 206.129 0, 359958.101",0.000625,0.00121104,"0",,,,"54","12301","3201","54",3201,5042,3541.75712412596,0.702450837787774,0.754572808742523,0.154774991877489,0.0827246159315109,0.879210233688354,0.796485617756844,0,5144,4197.35908916593,0.815971829153563,0.864003419876099,0.138771114206189,0.215065568685532,0.951792359352112,0.73672679066658,0,5144,4105.7850503251,0.79816972206942,0.873650312423706,0.197225244712883,0.0959591567516327,1.01985228061676,0.923893123865128,0,5144,2211.61872723699,0.429941432200036,0.443579524755478,0.0739038238481611,0.179681941866875,0.588897526264191,0.409215584397316,0,5144,-2211.61872723699,-0.429941432200036,-0.443579524755478,0.0739038238481614,-0.588897526264191,-0.179681941866875,0.409215584397316,0,5144,34744.3604854345,6.75434690618867,7,2.72557227561751,1.18037033081055,15.557692527771,14.3773221969604,0,5144,5600.29541218281,1.08870439583647,1.1180340051651,0.0816260575489627,0.763364017009735,1.17439782619476,0.411033809185028,0,554,12093,21.8285198555957,22,4.75552298829529,11,32,21,0,554,59599,107.579422382671,105,26.1262902507347,48,172,124,0,554,85467,154.272563176895,154,4.58844942865954,141,168,27,0,5144,6670.55082702637,1.29676338005956,1.24620056152344,0.503016549942116,0,1.98004150390625,1.98004150390625,0,"54","12301","3201","6","9.000000",8.1303939274,"6","9.000000",54.014582129,"6","9.000000",0.3849829299,"6","9.000000",8.1303939274,OBIA_SAGA_Mask
"55","55",359957.4577,5530854.2074,3202,7S/S2,9,,9,No_Esca,7,"7",S/S2,"9",No_Esca,"7",S,"PolygonZM ((359956.7826416 5530853.8145945 205.689 0, 359957.19306578 5530854.94222564 205.689 0, 359958.1327584 5530854.6002055 205.689 0, 359957.722",0.000625,0.00121104,"3",/S2,"2",7S,"55","12302","3202","55",3202,6476,4562.69674337655,0.704554778161914,0.74817305803299,0.134754316804354,0.0922904685139656,0.830268085002899,0.737977616488934,0,6541,5506.21405023336,0.841800038256133,0.872095823287964,0.108663655539441,0.218104153871536,0.93674373626709,0.718639582395554,0,6541,5373.65579032898,0.82153428991423,0.867870569229126,0.149068438031663,0.107055574655533,0.963093936443329,0.856038361787796,0,6541,2987.66574472189,0.456759783629703,0.465027898550034,0.072179310069126,0.157850116491318,0.59988933801651,0.442039221525192,0,6541,-2987.66574472189,-0.456759783629703,-0.465027898550034,0.0721793100691263,-0.59988933801651,-0.157850116491318,0.442039221525192,0,6541,42759.7736407518,6.53719211752818,6.91156053543091,1.93847467187216,1.10018062591553,10.7832899093628,9.68310928344727,0,6541,7164.69549417496,1.09535170374178,1.11678349971771,0.065821597650093,0.740068197250366,1.15337252616882,0.413304328918457,0,709,15606,22.0112834978843,23,6.55624571481915,8,35,27,0,709,72647,102.464033850494,99,30.8875373204991,45,176,131,0,709,110238,155.483779971791,155,5.16075341774363,142,167,25,0,6541,7809.25283813477,1.19389280509628,1.18869018554688,0.49282719787033,0,1.85444641113281,1.85444641113281,0,"55","12302","3202","6","9.000000",5.4046748712,"5","7.000000",84.08232351,"6","9.000000",0.2934165941,"6","9.000000",5.4046748712,OBIA_SAGA_Mask
"56","56",359957.1906,5530853.0713,3203,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359956.5155416 5530852.6784945 205.25 0, 359956.92596578 5530853.80612564 205.25 0, 359957.8656584 5530853.4641055 205.25 0, 359957.455234",0.000625,0.00121104,"0",,,,"56","12303","3203","56",3203,6327,4068.47543074191,0.643033891376941,0.706574380397797,0.154242178422333,0.144896283745766,0.808316707611084,0.663420423865318,0,6472,5105.54470989108,0.788866611540649,0.847053468227386,0.140368087557505,0.290875464677811,0.914365470409393,0.623490005731583,0,6472,4759.28323028982,0.735365146830936,0.818974792957306,0.190585756626903,0.168077692389488,0.937634348869324,0.769556656479836,0,6472,2749.5967592746,0.424844987526978,0.43977689743042,0.0750376104316415,0.17727467417717,0.573372185230255,0.396097511053085,0,6472,-2749.5967592746,-0.424844987526978,-0.43977689743042,0.0750376104316417,-0.573372185230255,-0.17727467417717,0.396097511053085,0,6472,35322.2495340109,5.4577023383824,5.83795022964478,2.09922658168045,1.18100965023041,10.5376176834106,9.35660803318024,0,6472,6890.74696999788,1.06470132416531,1.09886968135834,0.0823225063646366,0.763540148735046,1.15180468559265,0.388264536857605,0,704,14464,20.5454545454545,21,6.78657446545802,5,35,30,0,704,81685,116.029829545455,116,31.6722467228162,49,189,140,0,704,109070,154.928977272727,155,6.06012123711847,129,167,38,0,6472,7348.77920532227,1.13547268314621,1.06124877929688,0.494741040992462,0,1.84786987304688,1.84786987304688,0,"56","12303","3203","6","9.000000",5.6432853825,"5","7.000000",59.020347777,"6","9.000000",0.218688525,"6","9.000000",5.6432853825,OBIA_SAGA_Mask
"57","57",359956.9364,5530851.669,3204,"5",5,,5,No_Esca,5,"5",No_Esca,"5",No_Esca,"5",,"PolygonZM ((359956.2613416 5530851.2761945 204.81 0, 359956.67176578 5530852.40382564 204.81 0, 359957.6114584 5530852.0618055 204.81 0, 359957.201034",0.000625,0.00121104,"0",,,,"57","12304","3204","57",3204,4808,3091.87418673187,0.643068674445066,0.698333323001862,0.158783136917733,0.0477611944079399,0.888010382652283,0.840249188244343,0,4915,3881.30338132381,0.789685326820715,0.846188187599182,0.150232899183216,0.157140865921974,0.945936858654022,0.788795992732048,0,4915,3651.20084702969,0.742868941409906,0.810053169727325,0.188727529094903,0.0554022900760174,1.03007066249847,0.974668372422457,0,4915,2091.32452246547,0.4254983769004,0.444704413414001,0.0774707360367043,0.157596200704575,0.554569661617279,0.396973460912704,0,4915,-2091.32452246547,-0.4254983769004,-0.444704413414001,0.0774707360367033,-0.554569661617279,-0.157596200704575,0.396973460912704,0,4915,32468.2220859528,6.60594549052955,5.55796432495117,31.8963597382398,1.10031342506409,750,748.899686574936,0,4915,5216.77505910397,1.06139879127242,1.09317302703857,0.0870175798958051,0.740108907222748,1.22365713119507,0.483548223972321,0,539,11674,21.6586270871985,23,6.85243173987301,10,37,27,0,539,61457,114.020408163265,117,29.3201500270217,52,181,129,0,539,83050,154.081632653061,154,6.62491056589131,125,165,40,0,4915,5534.60458374023,1.12606400483016,1.25483703613281,0.570368980289997,0,1.90728759765625,1.90728759765625,0,"57","12304","3204","6","9.000000",5.394038626,"5","7.000000",60.406082679,"6","9.000000",0.208976904,"6","9.000000",5.394038626,OBIA_SAGA_Mask
